term_key,preferred_display,lemma_normalized,labels,is_multiword,head_lemma_normalized,variant_place_lemma_normalized,source_count,entry_count,occurrence_count,text_sources,author_groups,result_runs,confidence_avg,status
ονοκλεια,ὀνοκλεία,ονοκλεια,SUBSTANCE:5,false,,,5,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.842,draft
ονομα,ὄνομα,ονομα,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
ονομις,ὀνομίς,ονομις,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
ονος,ὄνος,ονος,SUBSTANCE:7,false,,,3,7,7,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.711,draft
ονος υπο τας υδριας,ὄνος ὑπὸ τὰς ὑδρίας,ονος υπο τας υδριας,SUBSTANCE:1,true,ονος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
ονοσμα,ὄνοσμα,ονοσμα,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.917,draft
ονουρις,ὀνοῦρις,ονουρις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.880,draft
ονοχειλες,ὀνοχειλές,ονοχειλες,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
ονοχειλον,ὀνοχεῖλον,ονοχειλον,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.780,draft
ονοχειλος,ὀνόχειλος,ονοχειλος,SUBSTANCE:3,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.830,draft
ονυξ,ὄνυξ,ονυξ,SUBSTANCE:5,false,,,4,5,5,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.854,draft
ονυξ αρωματικος μεγας,ὄνυξ ἀρωματικός μέγας,ονυξ αρωματικος μεγας,SUBSTANCE:1,true,ονυξ,,1,1,1,AET_LM,Aetius,entries_full_v3,0.650,draft
ονυχα,ὄνυχα,ονυχα,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.620,draft
ονυχας αιγων,ὄνυχας αἰγῶν,ονυχας αιγων,SUBSTANCE_PART:2,true,,,2,2,2,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.890,draft
ονυχας ονων,ὄνυχας ὄνων,ονυχας ονων,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.880,draft
ονυχας υων,ὄνυχας ὑῶν,ονυχας υων,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.880,draft
ονυχες ονων,ὄνυχες ὄνων,ονυχες ονων,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.860,draft
ονυχιτις,ὀνυχῖτις,ονυχιτις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.740,draft
ονυχος,ὄνυχος,ονυχος,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.880,draft
ονωνις,ὄνωνις,ονωνις,SUBSTANCE:8,false,,,4,8,8,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.851,draft
οξαλις,ὀξαλίς,οξαλις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
οξαλμη,ὀξάλμη,οξαλμη,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
οξελαιον,ὀξελαῖον,οξελαιον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
οξος,ὄξος,οξος,SUBSTANCE:320,false,,,6,320,320,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.901,draft
οξος δριμυ,ὄξος δριμύ,οξος δριμυ,SUBSTANCE:3,true,οξος,,2,3,3,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.810,draft
οξος δριμυς,ὄξος δριμύς,οξος δριμυς,SUBSTANCE:2,true,οξος,,2,2,2,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.825,draft
οξος δριμυτατον,ὄξος δριμύτατον,οξος δριμυτατον,SUBSTANCE:1,true,οξος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
οξος λευκον,ὄξος λευκόν,οξος λευκον,SUBSTANCE:1,true,οξος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.880,draft
οξος λευκον δριμυ,ὄξος λευκὸν δριμύ,οξος λευκον δριμυ,SUBSTANCE:1,true,οξος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
οξυακανθα,ὀξυάκανθα,οξυακανθα,SUBSTANCE:3,false,,,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.890,draft
οξυακανθος,ὀξυάκανθος,οξυακανθος,SUBSTANCE:3,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.893,draft
οξυακανθου καρπος,Ὀξυακάνθου καρπὸς,οξυακανθου καρπος,SUBSTANCE_PART:1,true,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.860,draft
οξυβαφον,ὀξύβαφον,οξυβαφον,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.575,draft
οξυγαλακτινος,ὀξυγαλάκτινος,οξυγαλακτινος,SUBSTANCE:3,false,,,3,3,3,AET_LM;GAL_SMT;ORIB_CM,Aetius;Galen;Oribasius,entries_full_v3,0.757,draft
οξυγαλακτινος τυρος,ὀξυγαλάκτινος τυρός,οξυγαλακτινος τυρος,SUBSTANCE:1,true,τυρος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.880,draft
οξυγγιον,ὀξύγγιον,οξυγγιον,SUBSTANCE:5,false,,,1,5,5,DIOSC_DMM,Dioscorides,diosc_full_v3,0.626,draft
οξυδρατον,ὀξυδράτον,οξυδρατον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
οξυκρατον,ὀξύκρατον,οξυκρατον,SUBSTANCE:3,false,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.847,draft
οξυλαπαθον,ὀξυλάπαθον,οξυλαπαθον,SUBSTANCE:5,false,,,5,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.920,draft
οξυμελι,ὀξυμέλι,οξυμελι,SUBSTANCE:3,false,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.880,draft
οξυμυρρινη,ὀξυμυρρίνη,οξυμυρρινη,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
οξυμυρσινη,ὀξυμυρσίνη,οξυμυρσινη,SUBSTANCE:3,false,,,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.757,draft
οξυς,ὀξύς,οξυς,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.740,draft
οξυς χυμος,ὀξύς χυμός,οξυς χυμος,SUBSTANCE:2,true,χυμος,,2,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius,entries_full_v3,0.680,draft
οξυσχοινος,ὀξύσχοινος,οξυσχοινος,SUBSTANCE:6,false,,,5,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.833,draft
οξυφυλλον,ὀξύφυλλον,οξυφυλλον,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.860,draft
οπιον,ὄπιον,οπιον,SUBSTANCE:4,false,,,2,4,4,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.870,draft
οποβαλσαμον,ὀποβάλσαμον,οποβαλσαμον,SUBSTANCE:7,false,,,3,7,7,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.841,draft
οπον,ὀπὸν,οπον,SUBSTANCE_PART:4,false,,,3,4,4,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.772,draft
οπον σαγαπηνου,ὀπὸν σαγαπηνοῦ,οπον σαγαπηνου,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.850,draft
οποπαναξ,ὀποπάναξ,οποπαναξ,SUBSTANCE:8,false,,,5,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.885,draft
οπος,ὀπός,οπος,SUBSTANCE:44;SUBSTANCE_PART:16,false,,ινδια,6,59,60,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.834,draft
οπος κυρηναικος,ὀπός Κυρηναικός,οπος κυρηναικος,SUBSTANCE:2,true,οπος,κυρηνη,2,2,2,AET_LM;PAUL_AEG,Aetius;Paul,entries_full_v3;paul_full_v3,0.800,draft
οπος κυρηναιος,ὀπὸς Κυρηναῖος,οπος κυρηναιος,SUBSTANCE:2,true,οπος,κυρηναιος,2,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius,entries_full_v3,0.815,draft
οπος λευκος,ὀπὸς λευκός,οπος λευκος,SUBSTANCE:1,true,οπος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
οπος μηδικος,ὀπός Μηδικός,οπος μηδικος,SUBSTANCE:3,true,οπος,μηδια;μηδικος,3,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.760,draft
οπος ναρθηκος,ὀπός νάρθηκός,οπος ναρθηκος,SUBSTANCE_PART:2,true,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.725,draft
οπος ναρθηκωδους φυτου,ὀπός ναρθηκώδους φυτοῦ,οπος ναρθηκωδους φυτου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.650,draft
οπος σαγαπηνου,ὀπὸς σαγαπηνοῦ,οπος σαγαπηνου,SUBSTANCE:1,true,οπος,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.780,draft
οπος συριακος,ὀπός Συριακός,οπος συριακος,SUBSTANCE:3,true,οπος,συρια;συριακος,3,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.760,draft
οπος του βαλσαμου,ὀπὸς τοῦ βαλσάμου,οπος του βαλσαμου,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
οπου,ὀποῦ,οπου,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
οπου σιλφιου,ὀποῦ σιλφίου,οπου σιλφιου,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
οποφυλλον,ὀπόφυλλον,οποφυλλον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.740,draft
οπτον νιτρον,ὀπτὸν νίτρον,οπτον νιτρον,SUBSTANCE:1,true,νιτρον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
οπω,ὀπῷ,οπω,SUBSTANCE_PART:3,false,,,3,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.843,draft
οπωρα,ὀπώρα,οπωρα,SUBSTANCE:1,false,,,1,1,1,GAL_ALIM,Galen,entries_full_v3,0.520,draft
ορβικλατον,ὀρβικλᾶτον,ορβικλατον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.350,draft
ορεινη δαφνη,ὀρεινὴ δάφνη,ορεινη δαφνη,SUBSTANCE:1,true,δαφνη,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
ορειος,ὄρειος,ορειος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.550,draft
ορεοσελινον,ὀρεοσέλινον,ορεοσελινον,SUBSTANCE:4,false,,,4,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.925,draft
ορεστιον,Ὀρέστιον,ορεστιον,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.745,draft
οριγανον,ὀρίγανον,οριγανον,SUBSTANCE:23,false,,,5,23,23,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.840,draft
οριγανον αγριον,ὀρίγανον ἄγριον,οριγανον αγριον,SUBSTANCE:2,true,οριγανον,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.875,draft
οριγανος,ὀρίγανος,οριγανος,SUBSTANCE:7,false,,,5,7,7,DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.903,draft
οριγανος ηρακλεωτικη,ὀρίγανος Ἡρακλεωτική,οριγανος ηρακλεωτικη,SUBSTANCE:3,true,οριγανος,ηρακλεια,2,3,3,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.847,draft
οριγανος χλωρος,ὀρίγανος χλωρός,οριγανος χλωρος,SUBSTANCE:1,true,οριγανος,,1,1,1,GAL_ALIM,Galen,entries_full_v3,0.650,draft
ορμινον,ὅρμινον,ορμινον,SUBSTANCE:5,false,,,2,5,5,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.816,draft
ορμινον αγριον,ὅρμινον ἄγριον,ορμινον αγριον,SUBSTANCE:2,true,ορμινον,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.620,draft
ορμινου σπερματι,ὁρμίνου σπέρματι,ορμινου σπερματι,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.840,draft
ορνιθειον στεαρ,ὀρνίθειον στέαρ,ορνιθειον στεαρ,SUBSTANCE:2,true,στεαρ,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.790,draft
ορνιθειος,ὀρνίθειος,ορνιθειος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
ορνιθος γαλα,ὄρνιθος γάλα,ορνιθος γαλα,SUBSTANCE:1,true,γαλα,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ορνις,ὄρνις,ορνις,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.575,draft
οροβακχη,ὀροβάκχη,οροβακχη,SUBSTANCE:4,false,,,4,4,4,AET_LM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.920,draft
οροβηθρον,ὀρόβηθρον,οροβηθρον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.550,draft
οροβια,ὀροβία,οροβια,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.750,draft
οροβιας,ὀροβίας,οροβιας,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.725,draft
οροβινον αλευρον,ὀρόβινον ἄλευρον,οροβινον αλευρον,SUBSTANCE:3,true,αλευρον,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.867,draft
οροβινος,ὀρόβινος,οροβινος,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.450,draft
οροβιον,ὀρόβιον,οροβιον,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
οροβος,ὄροβος,οροβος,SUBSTANCE:15,false,,,6,15,15,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.789,draft
ορος,ὀρός,ορος,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;GAL_ALIM;ORIB_CM,Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.867,draft
ορος αυτου,ὀρὸς αὐτοῦ,ορος αυτου,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.920,draft
ορρος,ὀρρός,ορρος,SUBSTANCE:13,false,,,3,13,13,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.881,draft
ορρος γαλακτος,ὀρρός γάλακτος,ορρος γαλακτος,SUBSTANCE:2,true,ορρος,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.825,draft
ορρω πισσης,ὄρρῷ πίσσης,ορρω πισσης,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
ορρωδει μερει,ὀρρώδει μέρει,ορρωδει μερει,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.550,draft
ορρωδες αιμα,ὀρρῶδες αἷμα,ορρωδες αιμα,SUBSTANCE:1,true,αιμα,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.760,draft
ορρωδους υγροτητος,ὀρρώδους ὑγρότητος,ορρωδους υγροτητος,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.820,draft
ορυζα,ὄρυζα,ορυζα,SUBSTANCE:9,false,,,5,9,9,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.849,draft
ορυκτος,ὀρυκτός,ορυκτος,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.705,draft
ορυκτος αλς,ὀρυκτὸς ἅλς,ορυκτος αλς,SUBSTANCE:1,true,αλς,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.850,draft
ορυκτος σκωληξ,ὀρυκτὸς σκώληξ,ορυκτος σκωληξ,SUBSTANCE:1,true,σκωληξ,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
ορφος,ὀρφός,ορφος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.720,draft
ορχεις καστορος,ὄρχεις κάστορος,ορχεις καστορος,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.850,draft
ορχις,ὄρχις,ορχις,SUBSTANCE:11,false,,,5,11,11,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.921,draft
ορχις ιπποποταμου,ὄρχις ἰπποποτάμου,ορχις ιπποποταμου,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
ορωδης,ὀρώδης,ορωδης,SUBSTANCE:1,false,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.700,draft
ορωδης υγροτης,ὀρώδης ὑγρότης,ορωδης υγροτης,SUBSTANCE:1,true,υγροτης,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.800,draft
οσιριαδος ποα,Ὀσιριάδος πόα,οσιριαδος ποα,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
οσιριας,ὀσιριάς,οσιριας,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.900,draft
οσιριδος ποα,ὀσίριδος πόα,οσιριδος ποα,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.750,draft
οσιρις,ὄσιρις,οσιρις,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.873,draft
οσιρις ποα,ὀσίρις πόα,οσιρις ποα,SUBSTANCE:1,true,ποα,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.750,draft
οσμας,ὀσμάς,οσμας,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.625,draft
οσπριον,ὄσπριον,οσπριον,SUBSTANCE:4,false,,,4,4,4,AET_LM;GAL_ALIM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.650,draft
οστεον,ὀστέον,οστεον,SUBSTANCE:4,false,,,2,4,4,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.730,draft
οστουν,ὀστοῦν,οστουν,SUBSTANCE:2,false,,,1,2,2,AET_LM,Aetius,entries_full_v3,0.800,draft
οστρακα,ὄστρακα,οστρακα,SUBSTANCE_PART:2,false,,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.860,draft
οστρακιτης,οστρακιτης,οστρακιτης,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
οστρακιτης λιθος,ὀστρακίτης λίθος,οστρακιτης λιθος,SUBSTANCE:1,true,λιθος,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.750,draft
οστρακιτις,ὀστρακῖτις,οστρακιτις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
οστρακοδερμον,ὀστρακόδερμον,οστρακοδερμον,SUBSTANCE:2,false,,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.815,draft
οστρακοδερμον οστρακον,ὀστρακόδερμον ὄστρακον,οστρακοδερμον οστρακον,SUBSTANCE:1,true,οστρακον,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.660,draft
οστρακοδερμος,ὀστρακόδερμος,οστρακοδερμος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.560,draft
οστρακον,ὄστρακον,οστρακον,SUBSTANCE:16;SUBSTANCE_PART:5,true,οστρακον,,5,19,21,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.803,draft
οστρακον εκ κλιβανων,ὄστρακον ἐκ κλιβάνων,οστρακον εκ κλιβανων,SUBSTANCE:1,true,οστρακον,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.700,draft
οστρακον κλιβανου,ὄστρακον κλιβάνου,οστρακον κλιβανου,SUBSTANCE:1,true,οστρακον,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
οστρακον σηπιας,ὄστρακον σηπίας,οστρακον σηπιας,SUBSTANCE:1,true,οστρακον,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.800,draft
οστρακον της σηπιας,ὄστρακον τῆς σηπίας,οστρακον της σηπιας,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.860,draft
οστρακον το εκ των κλιβανων,ὄστρακον τὸ ἐκ τῶν κλιβάνων,οστρακον το εκ των κλιβανων,SUBSTANCE:1,true,οστρακον,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.720,draft
οστρακων,ὀστράκων,οστρακων,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.860,draft
